"","shortPostCode","price","type","year","postCode","town","district","county","population2019","population2020","population2021","population2022"
"1744","LE12",151566,"27","2021","LE12 9BU","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1745","LE12",151566,"27","2021","LE12 9WQ","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1746","LE12",151566,"27","2021","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1747","LE12",151566,"27","2021","LE12 7WX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1748","LE12",151566,"27","2021","LE12 7BT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1749","LE12",151566,"27","2021","LE12 8FY","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1750","LE12",151566,"27","2021","LE12 5AZ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1751","LE12",151566,"27","2021","LE12 7DR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1752","LE12",151566,"27","2021","LE12 8JW","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1753","LE12",151566,"27","2021","LE12 5TQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1754","LE12",151566,"27","2021","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1755","LE12",151566,"27","2021","LE12 8FL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1756","LE12",151566,"27","2021","LE12 7RF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1757","LE12",264000,"6","2021","LE12 5BP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1758","LE12",264000,"6","2021","LE12 8LR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1759","LE12",264000,"6","2021","LE12 8SX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1760","LE12",264000,"6","2021","LE12 9UQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1761","LE12",264000,"6","2021","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1762","LE12",264000,"6","2021","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1763","LE12",264000,"6","2021","LE12 8NS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1764","LE12",264000,"6","2021","LE12 8YG","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1765","LE12",264000,"6","2021","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1766","LE12",264000,"6","2021","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1767","LE12",264000,"6","2021","LE12 7XF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1768","LE12",264000,"6","2021","LE12 8BN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1769","LE12",264000,"6","2021","LE12 9AN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1770","LE12",264000,"6","2021","LE12 8GP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1771","LE12",264000,"6","2021","LE12 9DA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1772","LE12",264000,"6","2021","LE12 7EA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1773","LE12",264000,"6","2021","LE12 8PB","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1774","LE12",264000,"6","2021","LE12 7AA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1775","LE12",264000,"6","2021","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1776","LE12",264000,"6","2021","LE12 8SS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1777","LE12",264000,"6","2021","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1778","LE12",264000,"6","2021","LE12 7AL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1779","LE12",264000,"6","2021","LE12 8ST","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1780","LE12",264000,"6","2021","LE12 8GL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1781","LE12",264000,"6","2021","LE12 9TP","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1782","LE12",264000,"6","2021","LE12 8ES","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1783","LE12",264000,"6","2021","LE12 9BU","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1784","LE12",264000,"6","2021","LE12 9WQ","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1785","LE12",264000,"6","2021","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1786","LE12",264000,"6","2021","LE12 7WX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1787","LE12",264000,"6","2021","LE12 7BT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1788","LE12",264000,"6","2021","LE12 8FY","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1789","LE12",264000,"6","2021","LE12 5AZ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1790","LE12",264000,"6","2021","LE12 7DR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1791","LE12",264000,"6","2021","LE12 8JW","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1792","LE12",264000,"6","2021","LE12 5TQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1793","LE12",264000,"6","2021","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1794","LE12",264000,"6","2021","LE12 8FL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1795","LE12",264000,"6","2021","LE12 7RF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1796","LE12",145016,"1","2021","LE12 5BP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1797","LE12",145016,"1","2021","LE12 8LR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1798","LE12",145016,"1","2021","LE12 8SX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1799","LE12",145016,"1","2021","LE12 9UQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1800","LE12",145016,"1","2021","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1801","LE12",145016,"1","2021","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1802","LE12",145016,"1","2021","LE12 8NS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1803","LE12",145016,"1","2021","LE12 8YG","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1804","LE12",145016,"1","2021","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1805","LE12",145016,"1","2021","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1806","LE12",145016,"1","2021","LE12 7XF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1807","LE12",145016,"1","2021","LE12 8BN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1808","LE12",145016,"1","2021","LE12 9AN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1809","LE12",145016,"1","2021","LE12 8GP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1810","LE12",145016,"1","2021","LE12 9DA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1811","LE12",145016,"1","2021","LE12 7EA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1812","LE12",145016,"1","2021","LE12 8PB","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1813","LE12",145016,"1","2021","LE12 7AA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1814","LE12",145016,"1","2021","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1815","LE12",145016,"1","2021","LE12 8SS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1816","LE12",145016,"1","2021","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1817","LE12",145016,"1","2021","LE12 7AL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1818","LE12",145016,"1","2021","LE12 8ST","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1819","LE12",145016,"1","2021","LE12 8GL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1820","LE12",145016,"1","2021","LE12 9TP","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1821","LE12",145016,"1","2021","LE12 8ES","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1822","LE12",145016,"1","2021","LE12 9BU","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1823","LE12",145016,"1","2021","LE12 9WQ","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1824","LE12",145016,"1","2021","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1825","LE12",145016,"1","2021","LE12 7WX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1826","LE12",145016,"1","2021","LE12 7BT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1827","LE12",145016,"1","2021","LE12 8FY","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1828","LE12",145016,"1","2021","LE12 5AZ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1829","LE12",145016,"1","2021","LE12 7DR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1830","LE12",145016,"1","2021","LE12 8JW","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1831","LE12",145016,"1","2021","LE12 5TQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1832","LE12",145016,"1","2021","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1833","LE12",145016,"1","2021","LE12 8FL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1834","LE12",145016,"1","2021","LE12 7RF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1835","LE12",184319,"2","2021","LE12 5BP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1836","LE12",184319,"2","2021","LE12 8LR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1837","LE12",184319,"2","2021","LE12 8SX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1838","LE12",184319,"2","2021","LE12 9UQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1839","LE12",184319,"2","2021","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1840","LE12",184319,"2","2021","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1841","LE12",184319,"2","2021","LE12 8NS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1842","LE12",184319,"2","2021","LE12 8YG","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1843","LE12",184319,"2","2021","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1844","LE12",184319,"2","2021","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1845","LE12",184319,"2","2021","LE12 7XF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1846","LE12",184319,"2","2021","LE12 8BN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1847","LE12",184319,"2","2021","LE12 9AN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1848","LE12",184319,"2","2021","LE12 8GP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1849","LE12",184319,"2","2021","LE12 9DA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1850","LE12",184319,"2","2021","LE12 7EA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1851","LE12",184319,"2","2021","LE12 8PB","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1852","LE12",184319,"2","2021","LE12 7AA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1853","LE12",184319,"2","2021","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1854","LE12",184319,"2","2021","LE12 8SS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1855","LE12",184319,"2","2021","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1856","LE12",184319,"2","2021","LE12 7AL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1857","LE12",184319,"2","2021","LE12 8ST","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1858","LE12",184319,"2","2021","LE12 8GL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1859","LE12",184319,"2","2021","LE12 9TP","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1860","LE12",184319,"2","2021","LE12 8ES","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1861","LE12",184319,"2","2021","LE12 9BU","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1862","LE12",184319,"2","2021","LE12 9WQ","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1863","LE12",184319,"2","2021","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1864","LE12",184319,"2","2021","LE12 7WX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1865","LE12",184319,"2","2021","LE12 7BT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1866","LE12",184319,"2","2021","LE12 8FY","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1867","LE12",184319,"2","2021","LE12 5AZ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1868","LE12",184319,"2","2021","LE12 7DR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1869","LE12",184319,"2","2021","LE12 8JW","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1870","LE12",184319,"2","2021","LE12 5TQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1871","LE12",184319,"2","2021","LE12 8WA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1872","LE12",184319,"2","2021","LE12 8FL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1873","LE12",184319,"2","2021","LE12 7RF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1874","LE12",135970,"3","2021","LE12 5BP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1875","LE12",135970,"3","2021","LE12 8LR","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1876","LE12",135970,"3","2021","LE12 8SX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1877","LE12",135970,"3","2021","LE12 9UQ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1878","LE12",135970,"3","2021","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1879","LE12",135970,"3","2021","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1880","LE12",135970,"3","2021","LE12 8NS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1881","LE12",135970,"3","2021","LE12 8YG","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1882","LE12",135970,"3","2021","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1883","LE12",135970,"3","2021","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1884","LE12",135970,"3","2021","LE12 7XF","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1885","LE12",135970,"3","2021","LE12 8BN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1886","LE12",135970,"3","2021","LE12 9AN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1887","LE12",135970,"3","2021","LE12 8GP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1888","LE12",135970,"3","2021","LE12 9DA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1889","LE12",135970,"3","2021","LE12 7EA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1890","LE12",135970,"3","2021","LE12 8PB","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1891","LE12",135970,"3","2021","LE12 7AA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1892","LE12",135970,"3","2021","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1893","LE12",135970,"3","2021","LE12 8SS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1894","LE12",135970,"3","2021","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1895","LE12",135970,"3","2021","LE12 7AL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"1896","LE12",135970,"3","2021","LE12 8ST","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
